#DIY Altimeter Experimental Data
#logged on SD card module through BMP 280 sensor

time_ms,pressure_hPa,altitude_m
25057,1000.49,106.74
25081,1000.49,106.79
25099,1000.53,106.44
25118,1000.54,106.37
25139,1000.51,106.62
25157,1000.57,106.12
25180,1000.56,106.2
25198,1000.56,106.21
25221,1000.57,106.13
25238,1000.58,106.02
25259,1000.58,106.04
25277,1000.58,106.03
25297,1000.59,105.96
25319,1000.63,105.56
25339,1000.63,105.61
25360,1000.61,105.8
25378,1000.62,105.67
25401,1000.68,105.18
25422,1000.65,105.41
25441,1000.71,104.92
25457,1000.68,105.22
25479,1000.65,105.47
25497,1000.71,104.89
25518,1000.72,104.83
25542,1000.7,105.02
25557,1000.76,104.55
25579,1000.75,104.63
25600,1000.73,104.77
25621,1000.76,104.47
25640,1000.76,104.47
25657,1000.75,104.58
25678,1000.77,104.44
25700,1000.78,104.33
25717,1000.8,104.16
25739,1000.8,104.2
25757,1000.82,104.05
25777,1000.81,104.07
25799,1000.84,103.82
25817,1000.84,103.8
25840,1000.87,103.57
25861,1000.86,103.66
25881,1000.89,103.45
25898,1000.9,103.33
25918,1000.88,103.5
25937,1000.89,103.42
25960,1000.89,103.43
25981,1000.92,103.13
25997,1000.91,103.22
26022,1000.92,103.15
26037,1000.93,103.08
26060,1000.97,102.76
26081,1000.96,102.86
26102,1000.96,102.82
26121,1000.98,102.68
26141,1001.03,102.22
26159,1000.99,102.56
26181,1000.96,102.84
26197,1001.02,102.32
26222,1001.04,102.16
26240,1001.02,102.29
26261,1001.04,102.2
26279,1001.02,102.29
26300,1001.09,101.76
26320,1001.05,102.05
26341,1001.07,101.94
26357,1001.09,101.75
26377,1001.09,101.76
26398,1001.08,101.8
26417,1001.09,101.7
26442,1001.15,101.24
26458,1001.11,101.54
26482,1001.14,101.28
26499,1001.15,101.25
26518,1001.16,101.17
26541,1001.17,101.04
26560,1001.15,101.21
26579,1001.19,100.91
26600,1001.22,100.65
26621,1001.21,100.7
26638,1001.21,100.73
26662,1001.2,100.83
26682,1001.22,100.64
26700,1001.26,100.31
26718,1001.2,100.84
26741,1001.25,100.36
26757,1001.24,100.48
26777,1001.28,100.14
26798,1001.27,100.19
26819,1001.28,100.16
26842,1001.28,100.14
26861,1001.29,100.04
26881,1001.3,99.93
26899,1001.34,99.65
26919,1001.35,99.53
26939,1001.34,99.61
26962,1001.34,99.63
26977,1001.37,99.37
27002,1001.36,99.5
27020,1001.36,99.5
27039,1001.41,99.0
27061,1001.42,98.93
27079,1001.42,98.99
27102,1001.42,98.98
27122,1001.44,98.76
27139,1001.41,99.03
27158,1001.44,98.79
27180,1001.46,98.64
27202,1001.5,98.29
27218,1001.5,98.25
27240,1001.48,98.45
27260,1001.54,97.94
27281,1001.48,98.43
27297,1001.52,98.15
27321,1001.45,98.68
27342,1001.48,98.43
27358,1001.54,97.92
27378,1001.55,97.86
27402,1001.54,97.96
27418,1001.53,98.03
27442,1001.61,97.34
27459,1001.62,97.24
27478,1001.61,97.38
27502,1001.59,97.51
27519,1001.6,97.42
27540,1001.6,97.45
27559,1001.66,96.97
27580,1001.69,96.69
27597,1001.63,97.19
27619,1001.68,96.81
27642,1001.71,96.5
27658,1001.67,96.83
27680,1001.67,96.86
27698,1001.7,96.63
27721,1001.72,96.48
27737,1001.72,96.47
27762,1001.73,96.34
27779,1001.76,96.1
27798,1001.76,96.14
27817,1001.74,96.29
27838,1001.75,96.18
27860,1001.76,96.06
27879,1001.8,95.78
27901,1001.79,95.84
27919,1001.84,95.42
27938,1001.8,95.77
27960,1001.78,95.91
27981,1001.85,95.31
27998,1001.84,95.4
28018,1001.83,95.49
28037,1001.82,95.58
28061,1001.87,95.18
28080,1001.88,95.07
28099,1001.92,94.76
28122,1001.89,95.05
28141,1001.85,95.33
28160,1001.9,94.94
28182,1001.92,94.8
28198,1001.92,94.8
28217,1001.93,94.67
28238,1001.96,94.44
28257,1001.93,94.67
28280,1001.95,94.47
28302,1001.97,94.35
28317,1002.0,94.11
28337,1001.96,94.44
28359,1001.98,94.25
28382,1002.02,93.94
28398,1001.99,94.16
28420,1002.03,93.81
28437,1002.05,93.69
28457,1002.06,93.61
28482,1002.09,93.34
28502,1002.05,93.66
28517,1002.11,93.2
28542,1002.1,93.21
28560,1002.13,92.98
28582,1002.1,93.26
28599,1002.11,93.18
28620,1002.12,93.07
28639,1002.15,92.87
28661,1002.16,92.76
28677,1002.13,92.99
28697,1002.16,92.74
28718,1002.15,92.81
28741,1002.19,92.51
28758,1002.17,92.64
28781,1002.16,92.75
28802,1002.18,92.54
28817,1002.21,92.3
28841,1002.21,92.33
28859,1002.23,92.17
28882,1002.23,92.13
28898,1002.25,92.01
28921,1002.25,91.95
28942,1002.26,91.94
28962,1002.29,91.64
28981,1002.3,91.57
28999,1002.32,91.43
29020,1002.33,91.31
29042,1002.33,91.3
29060,1002.31,91.48
29077,1002.34,91.22
29102,1002.32,91.38
29121,1002.34,91.22
29141,1002.39,90.79
29158,1002.34,91.19
29180,1002.35,91.13
29199,1002.4,90.74
29220,1002.38,90.91
29237,1002.41,90.62
29260,1002.4,90.7
29282,1002.44,90.37
29297,1002.46,90.22
29322,1002.44,90.38
29339,1002.44,90.36
29362,1002.46,90.23
29381,1002.49,90.01
29400,1002.48,90.08
29421,1002.47,90.12
29442,1002.49,89.99
29459,1002.49,89.96
29478,1002.52,89.74
29501,1002.49,89.99
29521,1002.55,89.49
29541,1002.52,89.71
29561,1002.51,89.76
29579,1002.54,89.57
29601,1002.56,89.36
29617,1002.58,89.25
29640,1002.55,89.44
29657,1002.61,88.94
29678,1002.61,88.94
29699,1002.61,88.97
29719,1002.58,89.19
29741,1002.61,88.96
29759,1002.65,88.65
29779,1002.64,88.69
29798,1002.66,88.57
29819,1002.67,88.47
29838,1002.64,88.71
29857,1002.7,88.22
29880,1002.65,88.67
29901,1002.67,88.45
29920,1002.67,88.43
29939,1002.71,88.08
29959,1002.72,88.07
29982,1002.75,87.76
30000,1002.74,87.85
30019,1002.73,87.97
30037,1002.72,88.05
30059,1002.78,87.54
30079,1002.77,87.6
30099,1002.78,87.57
30120,1002.81,87.27
30140,1002.78,87.56
30160,1002.81,87.25
30181,1002.81,87.27
30201,1002.83,87.15
30221,1002.84,87.02
30242,1002.83,87.09
30257,1002.84,87.0
30278,1002.86,86.9
30297,1002.87,86.77
30320,1002.86,86.87
30342,1002.84,87.04
30358,1002.88,86.71
30382,1002.87,86.78
30397,1002.93,86.3
30422,1002.9,86.49
30439,1002.94,86.21
30457,1002.95,86.08
30479,1002.95,86.13
30498,1002.91,86.42
30518,1002.93,86.31
30538,1002.95,86.11
30561,1003.0,85.71
30580,1002.98,85.89
30598,1002.97,85.92
30620,1002.98,85.82
30641,1003.04,85.39
30658,1003.02,85.5
30679,1003.01,85.58
30697,1003.01,85.62
30718,1003.07,85.06
30741,1003.04,85.35
30758,1003.04,85.35
30780,1003.03,85.41
30801,1003.05,85.31
30817,1003.05,85.23
30840,1003.09,84.91
30858,1003.12,84.65
30882,1003.1,84.84
30899,1003.08,85.03
30921,1003.08,85.03
30940,1003.1,84.84
30957,1003.11,84.74
30980,1003.12,84.65
31002,1003.15,84.41
31020,1003.15,84.43
31041,1003.12,84.68
31062,1003.18,84.14
31078,1003.14,84.55
31098,1003.19,84.13
31120,1003.16,84.35
31139,1003.23,83.8
31162,1003.19,84.08
31182,1003.23,83.78
31199,1003.25,83.6
31218,1003.22,83.83
31241,1003.21,83.89
31258,1003.26,83.5
31281,1003.28,83.31
31299,1003.26,83.5
31321,1003.27,83.43
31337,1003.26,83.49
31360,1003.26,83.48
31379,1003.29,83.24
31400,1003.26,83.51
31418,1003.3,83.16
31441,1003.32,82.98
31462,1003.36,82.68
31478,1003.34,82.87
31497,1003.34,82.79
31517,1003.32,82.96
31540,1003.35,82.79
31560,1003.39,82.43
31580,1003.37,82.61
31598,1003.36,82.64
31619,1003.35,82.72
31640,1003.38,82.54
31659,1003.39,82.45
31682,1003.41,82.25
31697,1003.41,82.25
31721,1003.4,82.33
31739,1003.46,81.81
31759,1003.45,81.92
31781,1003.47,81.77
31801,1003.45,81.91
31822,1003.44,81.99
31837,1003.49,81.61
31857,1003.53,81.22
31881,1003.5,81.5
31900,1003.48,81.67
31918,1003.49,81.54
31937,1003.5,81.46
31957,1003.53,81.27
31982,1003.56,81.0
31998,1003.53,81.27
32018,1003.56,80.96
32038,1003.51,81.44
32059,1003.55,81.08
32077,1003.58,80.81
32100,1003.59,80.73
32117,1003.59,80.77
32141,1003.6,80.66
32158,1003.58,80.85
32180,1003.61,80.61
32202,1003.63,80.37
32220,1003.59,80.78
32240,1003.63,80.38
32258,1003.62,80.45
32278,1003.66,80.13
32301,1003.65,80.23
32322,1003.66,80.15
32340,1003.71,79.7
32360,1003.64,80.33
32381,1003.66,80.13
32399,1003.71,79.77
32417,1003.73,79.58
32440,1003.71,79.77
32462,1003.72,79.64
32478,1003.72,79.64
32501,1003.73,79.53
32518,1003.73,79.53
32540,1003.72,79.63
32557,1003.75,79.41
32579,1003.79,79.05
32601,1003.75,79.41
32619,1003.75,79.4
32640,1003.73,79.6
32661,1003.83,78.76
32682,1003.8,78.94
32698,1003.86,78.47
32719,1003.81,78.87
32737,1003.84,78.61
32762,1003.8,78.97
32782,1003.87,78.42
32800,1003.89,78.2
32822,1003.88,78.34
32840,1003.91,78.01
32860,1003.86,78.43
32877,1003.93,77.87
32901,1003.9,78.17
32917,1003.95,77.73
32941,1003.92,77.97
32961,1003.89,78.26
32981,1003.92,77.96
32997,1003.95,77.69
33018,1003.94,77.76
33038,1003.95,77.71
33059,1003.95,77.72
33077,1004.0,77.33
33102,1003.96,77.6
33120,1004.04,76.94
33138,1004.01,77.26
33159,1004.01,77.21
33179,1003.99,77.35
33200,1004.02,77.17
33220,1004.05,76.84
33242,1004.05,76.84
33259,1004.04,77.0
33282,1004.05,76.87
33302,1004.07,76.72
33318,1004.07,76.68
33342,1004.06,76.81
33357,1004.09,76.54
33381,1004.09,76.54
33399,1004.05,76.89
33422,1004.14,76.16
33442,1004.15,76.02
33461,1004.1,76.43
33481,1004.14,76.1
33498,1004.14,76.11
33517,1004.16,75.96
33539,1004.16,75.98
33558,1004.12,76.25
33581,1004.15,76.03
33599,1004.16,75.99
33622,1004.21,75.5
33640,1004.22,75.48
33661,1004.26,75.11
33677,1004.22,75.42
33702,1004.2,75.66
33722,1004.21,75.51
33739,1004.24,75.32
33760,1004.24,75.29
33781,1004.26,75.1
33798,1004.25,75.2
33820,1004.25,75.23
33839,1004.31,74.74
33857,1004.27,75.02
33879,1004.27,75.06
33897,1004.3,74.76
33917,1004.29,74.89
33937,1004.25,75.2
33962,1004.32,74.6
33980,1004.32,74.63
34002,1004.35,74.35
34019,1004.34,74.46
34038,1004.34,74.44
34060,1004.35,74.32
34079,1004.39,74.04
34097,1004.37,74.2
34120,1004.35,74.35
34138,1004.38,74.11
34160,1004.38,74.13
34180,1004.41,73.84
34197,1004.4,73.96
34217,1004.42,73.81
34241,1004.45,73.51
34259,1004.43,73.68
34277,1004.47,73.38
34302,1004.47,73.36
34317,1004.46,73.46
34341,1004.46,73.4
34362,1004.51,73.06
34378,1004.46,73.41
34397,1004.48,73.26
34417,1004.52,72.97
34438,1004.54,72.75
34457,1004.52,72.93
34481,1004.54,72.8
34497,1004.53,72.85
34520,1004.55,72.69
34542,1004.59,72.31
34561,1004.57,72.54
34580,1004.57,72.49
34598,1004.56,72.6
34620,1004.6,72.29
34640,1004.55,72.65
34659,1004.64,71.94
34677,1004.58,72.46
34702,1004.62,72.1
34719,1004.6,72.24
34738,1004.63,72.04
34759,1004.61,72.16
34779,1004.65,71.81
34801,1004.68,71.61
34821,1004.63,72.0
34841,1004.67,71.66
34857,1004.67,71.67
34879,1004.66,71.77
34899,1004.72,71.3
34917,1004.69,71.53
34938,1004.72,71.25
34961,1004.72,71.25
34977,1004.72,71.23
35000,1004.77,70.88
35018,1004.76,70.95
35037,1004.72,71.27
35058,1004.74,71.11
35082,1004.77,70.86
35101,1004.77,70.85
35122,1004.79,70.68
35139,1004.76,70.92
35157,1004.8,70.58
35180,1004.8,70.59
35199,1004.79,70.69
35222,1004.84,70.27
35237,1004.79,70.63
35259,1004.87,70.0
35277,1004.81,70.51
35298,1004.86,70.08
35321,1004.87,70.03
35339,1004.91,69.67
35359,1004.89,69.86
35379,1004.91,69.69
35399,1004.91,69.7
35421,1004.9,69.71
35442,1004.89,69.84
35462,1004.91,69.64
35481,1004.92,69.59
35498,1004.96,69.28
35521,1004.96,69.25
35539,1004.91,69.67
35558,1004.97,69.15
35582,1004.93,69.5
35597,1004.98,69.11
35622,1004.98,69.07
35639,1004.97,69.2
35660,1004.97,69.17
35680,1005.01,68.85
35702,1005.02,68.73
35720,1005.02,68.73
35740,1005.02,68.73
35757,1005.02,68.78
35780,1005.04,68.54
35797,1005.04,68.59
35821,1005.03,68.7
35840,1005.06,68.41
35861,1005.07,68.33
35877,1005.12,67.94
35897,1005.15,67.67
35921,1005.09,68.14
35937,1005.11,68.0
35957,1005.13,67.85
35977,1005.12,67.93
36002,1005.13,67.78
36021,1005.12,67.94
36039,1005.15,67.69
36058,1005.17,67.47
36079,1005.14,67.72
36101,1005.18,67.43
36120,1005.17,67.5
36138,1005.2,67.26
36158,1005.21,67.16
36177,1005.2,67.23
36200,1005.21,67.14
36221,1005.21,67.15
36238,1005.23,66.96
36257,1005.27,66.62
36277,1005.25,66.8
36302,1005.24,66.94
36318,1005.27,66.69
36341,1005.27,66.62
36360,1005.26,66.78
36379,1005.3,66.41
36398,1005.32,66.2
36417,1005.3,66.38
36440,1005.32,66.24
36461,1005.34,66.09
36480,1005.33,66.17
36500,1005.32,66.22
36517,1005.34,66.07
36542,1005.34,66.05
36561,1005.32,66.25
36578,1005.37,65.81
36602,1005.37,65.84
36620,1005.39,65.64
36640,1005.41,65.51
36661,1005.41,65.49
36681,1005.41,65.44
36700,1005.4,65.53
36717,1005.37,65.83
36739,1005.44,65.21
36762,1005.45,65.18
36778,1005.44,65.19
36799,1005.44,65.2
36819,1005.45,65.11
36839,1005.44,65.23
36860,1005.53,64.49
36882,1005.54,64.43
36898,1005.5,64.71
36917,1005.47,64.94
36938,1005.54,64.39
36962,1005.58,64.05
36980,1005.51,64.63
36998,1005.53,64.51
37021,1005.56,64.19
37042,1005.57,64.14
37062,1005.58,64.08
37082,1005.56,64.21
37098,1005.58,64.02
37121,1005.57,64.15
37139,1005.65,63.48
37162,1005.61,63.77
37181,1005.63,63.65
37201,1005.62,63.74
37220,1005.63,63.63
37238,1005.61,63.81
37260,1005.68,63.26
37282,1005.64,63.53
37302,1005.64,63.55
37317,1005.62,63.74
37337,1005.68,63.25
37357,1005.67,63.32
37381,1005.72,62.86
37401,1005.74,62.69
37418,1005.68,63.22
37440,1005.71,62.99
37462,1005.69,63.13
37481,1005.75,62.61
37500,1005.72,62.88
37520,1005.7,63.06
37540,1005.74,62.73
37558,1005.75,62.64
37580,1005.76,62.52
37601,1005.8,62.17
37622,1005.75,62.63
37640,1005.8,62.21
37661,1005.78,62.34
37677,1005.84,61.92
37699,1005.84,61.91
37717,1005.79,62.32
37738,1005.83,61.93
37761,1005.8,62.18
37782,1005.85,61.83
37797,1005.89,61.46
37819,1005.84,61.88
37841,1005.88,61.54
37858,1005.86,61.72
37880,1005.88,61.52
37901,1005.92,61.17
37920,1005.9,61.41
37938,1005.86,61.72
37959,1005.9,61.35
37981,1005.92,61.17
38000,1005.91,61.31
38017,1005.93,61.1
38041,1005.94,61.02
38057,1005.98,60.73
38081,1005.96,60.89
38098,1005.95,60.98
38122,1006.0,60.56
38139,1005.96,60.91
38158,1006.0,60.57
38177,1006.02,60.37
38198,1005.99,60.63
38222,1006.03,60.33
38242,1006.01,60.44
38259,1006.04,60.2
38279,1006.04,60.17
38301,1006.04,60.2
38322,1006.05,60.1
38340,1006.11,59.62
38359,1006.1,59.72
38379,1006.06,60.02
38401,1006.09,59.76
38417,1006.11,59.63
38440,1006.14,59.4
38459,1006.14,59.39
38481,1006.17,59.15
38497,1006.13,59.44
38520,1006.15,59.27
38539,1006.17,59.14
38560,1006.16,59.23
38577,1006.15,59.26
38600,1006.12,59.49
38620,1006.21,58.77
38640,1006.16,59.19
38660,1006.17,59.09
38681,1006.22,58.7
38701,1006.21,58.81
38718,1006.23,58.64
38741,1006.22,58.67
38759,1006.2,58.85
38777,1006.23,58.63
38797,1006.24,58.55
38819,1006.27,58.31
38841,1006.3,58.04
38861,1006.28,58.2
38881,1006.26,58.39
38900,1006.32,57.84
38919,1006.32,57.86
38937,1006.3,58.01
38958,1006.33,57.74
38979,1006.34,57.7
38997,1006.34,57.71
39018,1006.37,57.47
39040,1006.37,57.47
39061,1006.34,57.7
39082,1006.39,57.26
39102,1006.4,57.15
39120,1006.39,57.26
39139,1006.37,57.44
39160,1006.4,57.2
39181,1006.41,57.09
39197,1006.41,57.12
39219,1006.45,56.73
39242,1006.42,57.06
39259,1006.42,56.98
39280,1006.45,56.77
39300,1006.43,56.95
39318,1006.48,56.51
39339,1006.44,56.85
39359,1006.47,56.61
39377,1006.49,56.46
39397,1006.49,56.45
39421,1006.5,56.35
39438,1006.48,56.53
39460,1006.54,56.05
39478,1006.54,56.04
39502,1006.51,56.28
39518,1006.55,55.94
39539,1006.53,56.14
39562,1006.52,56.2
39582,1006.57,55.76
39598,1006.55,55.9
39621,1006.6,55.49
39639,1006.57,55.77
39659,1006.59,55.61
39677,1006.59,55.6
39697,1006.62,55.33
39721,1006.65,55.07
39739,1006.61,55.39
39759,1006.68,54.87
39781,1006.65,55.11
39801,1006.63,55.27
39817,1006.65,55.08
39840,1006.62,55.32
39857,1006.65,55.09
39881,1006.7,54.71
39900,1006.69,54.77
39922,1006.7,54.68
39937,1006.74,54.36
39957,1006.73,54.41
39978,1006.73,54.41
39998,1006.77,54.07
40018,1006.74,54.38
40042,1006.75,54.25
40058,1006.79,53.94
40078,1006.75,54.24
40101,1006.75,54.22
40119,1006.77,54.08
40141,1006.79,53.9
40157,1006.78,54.02
40179,1006.79,53.96
40197,1006.8,53.83
40217,1006.83,53.56
40242,1006.82,53.67
40257,1006.81,53.79
40280,1006.85,53.39
40299,1006.8,53.81
40319,1006.87,53.27
40342,1006.86,53.3
40357,1006.89,53.12
40380,1006.88,53.2
40402,1006.93,52.78
40420,1006.91,52.93
40442,1006.93,52.76
40457,1006.91,52.93
40479,1006.9,53.01
40498,1006.91,52.88
40521,1006.99,52.27
40542,1006.9,52.99
40558,1006.95,52.62
40580,1006.98,52.35
40598,1006.96,52.46
40620,1006.97,52.39
40639,1007.0,52.18
40662,1006.99,52.26
40680,1007.01,52.05
40699,1007.02,52.03
40717,1007.03,51.91
40737,1007.05,51.71
40758,1007.03,51.93
40778,1007.03,51.94
40802,1007.04,51.85
40820,1007.04,51.84
40840,1007.06,51.69
40857,1007.08,51.47
40882,1007.06,51.64
40901,1007.12,51.18
40917,1007.11,51.21
40941,1007.13,51.12
40960,1007.09,51.42
40977,1007.1,51.34
40999,1007.12,51.18
41019,1007.11,51.22
41037,1007.16,50.81
41062,1007.15,50.95
41082,1007.16,50.8
41101,1007.15,50.91
41119,1007.18,50.67
41139,1007.19,50.56
41160,1007.18,50.65
41180,1007.18,50.65
41197,1007.22,50.31
41220,1007.22,50.35
41241,1007.25,50.09
41259,1007.29,49.77
41277,1007.23,50.2
41301,1007.24,50.19
41318,1007.25,50.08
41338,1007.31,49.61
41357,1007.28,49.83
41378,1007.33,49.43
41401,1007.26,50.0
41420,1007.32,49.49
41438,1007.28,49.85
41462,1007.29,49.72
41482,1007.34,49.32
41502,1007.35,49.21
41518,1007.33,49.42
41539,1007.36,49.14
41562,1007.35,49.23
41581,1007.37,49.06
41597,1007.41,48.78
41617,1007.42,48.63
41639,1007.38,48.99
41662,1007.41,48.78
41680,1007.41,48.72
41699,1007.39,48.88
41717,1007.39,48.91
41740,1007.43,48.57
41761,1007.44,48.48
41779,1007.43,48.58
41801,1007.48,48.17
41822,1007.45,48.38
41838,1007.45,48.39
41860,1007.46,48.34
41878,1007.52,47.81
41901,1007.5,47.94
41920,1007.51,47.86
41940,1007.5,47.97
41961,1007.5,47.96
41979,1007.49,48.09
42002,1007.54,47.65
42020,1007.55,47.59
42037,1007.52,47.83
42061,1007.55,47.6
42081,1007.53,47.7
42098,1007.56,47.47
42122,1007.6,47.13
42142,1007.61,47.03
42158,1007.62,46.94
42182,1007.59,47.26
42197,1007.58,47.3
42218,1007.58,47.35
42238,1007.6,47.11
42262,1007.61,47.08
42280,1007.65,46.71
42297,1007.67,46.55
42319,1007.64,46.83
42340,1007.65,46.69
42357,1007.67,46.57
42382,1007.67,46.54
42401,1007.68,46.47
42420,1007.67,46.58
42442,1007.68,46.5
42459,1007.7,46.31
42482,1007.7,46.29
42501,1007.72,46.17
42520,1007.75,45.93
42537,1007.73,46.09
42562,1007.78,45.62
42579,1007.74,46.0
42597,1007.79,45.54
42617,1007.77,45.74
42640,1007.8,45.46
42660,1007.78,45.64
42681,1007.8,45.47
42702,1007.84,45.12
42717,1007.81,45.43
42741,1007.84,45.17
42758,1007.81,45.37
42782,1007.84,45.14
42801,1007.84,45.14
42820,1007.88,44.84
42841,1007.88,44.83
42858,1007.88,44.8
42879,1007.86,44.96
42901,1007.85,45.04
42919,1007.91,44.53
42939,1007.88,44.8
42959,1007.96,44.15
42981,1007.95,44.25
42999,1007.95,44.24
43018,1007.96,44.1
43041,1007.98,43.98
43061,1007.94,44.27
43077,1007.96,44.11
43098,1007.96,44.15
43117,1007.96,44.14
43139,1007.98,43.99
43159,1007.98,43.99
43181,1008.0,43.79
43200,1008.03,43.52
43220,1007.99,43.86
43239,1008.04,43.5
43262,1008.05,43.36
43279,1008.04,43.44
43302,1008.07,43.23
43320,1008.06,43.26
43337,1008.06,43.34
43361,1008.06,43.26
43378,1008.1,42.98
43401,1008.1,42.98
43417,1008.07,43.21
43438,1008.09,43.03
43462,1008.07,43.24
43478,1008.09,43.02
43502,1008.1,42.94
43518,1008.16,42.42
43540,1008.13,42.74
43561,1008.15,42.52
43580,1008.17,42.37
43598,1008.16,42.44
43618,1008.15,42.51
43637,1008.17,42.37
43658,1008.21,42.05
43680,1008.18,42.27
43702,1008.22,41.94
43722,1008.21,42.03
43741,1008.23,41.87
43761,1008.24,41.82
43780,1008.22,41.93
43798,1008.27,41.55
43822,1008.21,42.01
43841,1008.3,41.27
43860,1008.28,41.42
43877,1008.27,41.54
43899,1008.27,41.51
43919,1008.3,41.32
43942,1008.31,41.25
43960,1008.3,41.27
43979,1008.32,41.09
44002,1008.3,41.31
44017,1008.32,41.16
44039,1008.32,41.09
44057,1008.37,40.7
44081,1008.36,40.78
44102,1008.37,40.67
44118,1008.4,40.49
44142,1008.38,40.65
44158,1008.4,40.44
44182,1008.39,40.57
44201,1008.43,40.2
44221,1008.38,40.63
44237,1008.44,40.11
44262,1008.43,40.23
44281,1008.42,40.27
44298,1008.46,39.96
44321,1008.44,40.14
44338,1008.49,39.71
44362,1008.44,40.12
44377,1008.48,39.81
44401,1008.5,39.62
44420,1008.5,39.61
44437,1008.48,39.75
44458,1008.52,39.43
44477,1008.53,39.34
44499,1008.53,39.35
44518,1008.56,39.12
44540,1008.5,39.59
44558,1008.56,39.1
44578,1008.54,39.28
44601,1008.56,39.09
44617,1008.6,38.82
44642,1008.58,38.92
44662,1008.58,38.99
44681,1008.6,38.75
44700,1008.58,38.94
44722,1008.59,38.83
44738,1008.6,38.76
44757,1008.64,38.45
44778,1008.66,38.27
44801,1008.66,38.27
44817,1008.65,38.37
44840,1008.65,38.35
44862,1008.72,37.79
44882,1008.68,38.12
44900,1008.68,38.08
44917,1008.7,37.95
44941,1008.68,38.15
44960,1008.7,37.93
44977,1008.69,38.03
44997,1008.73,37.69
45022,1008.72,37.82
45041,1008.71,37.88
45061,1008.72,37.75
45082,1008.78,37.25
45100,1008.77,37.34
45120,1008.78,37.26
45139,1008.77,37.34
45158,1008.78,37.31
45179,1008.82,36.97
45201,1008.81,37.06
45220,1008.86,36.62
45242,1008.79,37.17
45259,1008.84,36.76
45280,1008.84,36.79
45300,1008.85,36.66
45320,1008.83,36.86
45341,1008.92,36.07
45358,1008.87,36.52
45380,1008.88,36.43
45397,1008.9,36.31
45419,1008.86,36.63
45439,1008.92,36.09
45460,1008.9,36.32
45482,1008.91,36.17
45500,1008.9,36.28
45521,1008.95,35.86
45540,1008.96,35.79
45560,1008.93,36.05
45577,1008.95,35.87
45598,1009.0,35.44
45619,1008.99,35.56
45639,1008.97,35.65
45657,1008.97,35.68
45677,1009.01,35.33
45698,1009.07,34.86
45722,1009.01,35.4
45738,1009.05,35.03
45759,1009.07,34.82
45778,1009.1,34.61
45800,1009.03,35.19
45818,1009.05,35.01
45838,1009.07,34.88
45860,1009.04,35.1
45877,1009.06,34.91
45897,1009.05,35.02
45918,1009.12,34.4
45937,1009.1,34.58
45957,1009.15,34.23
45979,1009.12,34.41
46001,1009.13,34.33
46020,1009.12,34.42
46040,1009.14,34.25
46058,1009.14,34.3
46082,1009.15,34.23
46099,1009.12,34.44
46117,1009.18,33.93
46140,1009.2,33.74
46157,1009.19,33.9
46179,1009.22,33.64
46200,1009.18,33.98
46222,1009.22,33.59
46239,1009.24,33.48
46261,1009.24,33.42
46282,1009.23,33.56
46297,1009.25,33.36
46318,1009.27,33.2
46339,1009.23,33.55
46359,1009.29,33.02
46379,1009.28,33.12
46402,1009.27,33.15
46421,1009.33,32.68
46440,1009.29,32.99
46458,1009.33,32.66
46481,1009.3,32.92
46502,1009.35,32.53
46521,1009.32,32.76
46537,1009.32,32.78
46560,1009.33,32.66
46577,1009.35,32.5
46598,1009.37,32.34
46617,1009.39,32.21
46640,1009.35,32.5
46661,1009.41,32.04
46677,1009.42,31.93
46699,1009.39,32.16
46719,1009.43,31.83
46739,1009.44,31.74
46757,1009.46,31.59
46779,1009.45,31.69
46801,1009.45,31.69
46817,1009.45,31.69
46837,1009.44,31.75
46859,1009.46,31.6
46882,1009.48,31.4
46901,1009.49,31.33
46921,1009.49,31.39
46939,1009.48,31.47
46960,1009.51,31.19
46977,1009.53,31.03
47000,1009.55,30.86
47022,1009.57,30.7
47040,1009.53,31.02
47062,1009.54,30.93
47081,1009.55,30.87
47097,1009.57,30.69
47122,1009.55,30.88
47137,1009.59,30.49
47160,1009.57,30.67
47177,1009.6,30.44
47197,1009.62,30.27
47219,1009.6,30.41
47238,1009.61,30.31
47259,1009.62,30.23
47280,1009.64,30.11
47297,1009.65,30.04
47317,1009.6,30.41
47340,1009.64,30.11
47359,1009.66,29.97
47381,1009.68,29.78
47400,1009.67,29.88
47422,1009.69,29.72
47441,1009.7,29.57
47459,1009.72,29.45
47481,1009.72,29.42
47498,1009.8,28.8
47518,1009.73,29.34
47541,1009.75,29.14
47559,1009.72,29.45
47581,1009.76,29.1
47601,1009.79,28.81
47622,1009.78,28.95
47642,1009.81,28.7
47659,1009.78,28.92
47678,1009.79,28.82
47700,1009.79,28.87
47719,1009.83,28.49
47740,1009.82,28.57
47761,1009.86,28.25
47781,1009.83,28.55
47799,1009.84,28.46
47818,1009.84,28.39
47839,1009.86,28.23
47857,1009.86,28.24
47882,1009.85,28.38
47899,1009.89,27.98
47917,1009.89,27.99
47937,1009.93,27.71
47960,1009.93,27.67
47980,1009.92,27.78
47999,1009.9,27.9
48017,1009.94,27.59
48039,1009.95,27.52
48058,1009.96,27.42
48081,1009.97,27.33
48100,1009.96,27.41
48119,1010.01,27.03
48138,1009.96,27.46
48162,1010.01,27.03
48179,1009.98,27.22
48201,1010.04,26.79
48217,1010.0,27.09
48239,1010.01,27.01
48257,1010.02,26.9
48280,1010.06,26.58
